participant_id,date,hour,weekday,weekday_num,steps,calories,total_intensity,average_intensity
1503960366,2016-04-13,20,Wednesday,2,0,47,0,0.0
1503960366,2016-04-13,21,Wednesday,2,0,48,0,0.0
1503960366,2016-04-13,22,Wednesday,2,437,74,11,0.183333
1503960366,2016-04-13,23,Wednesday,2,1766,135,56,0.933333
1503960366,2016-04-14,0,Thursday,3,81,56,4,0.066667
1503960366,2016-04-14,1,Thursday,3,58,54,3,0.05
1503960366,2016-04-14,2,Thursday,3,0,47,0,0.0
1503960366,2016-04-14,3,Thursday,3,0,47,0,0.0
1503960366,2016-04-14,4,Thursday,3,0,47,0,0.0
1503960366,2016-04-14,5,Thursday,3,0,47,0,0.0
1503960366,2016-04-14,6,Thursday,3,0,47,0,0.0
1503960366,2016-04-14,7,Thursday,3,0,47,0,0.0
1503960366,2016-04-14,8,Thursday,3,0,47,0,0.0
1503960366,2016-04-14,9,Thursday,3,902,93,14,0.233333
1503960366,2016-04-14,10,Thursday,3,1106,109,23,0.383333
1503960366,2016-04-14,11,Thursday,3,50,64,7,0.116667
1503960366,2016-04-14,12,Thursday,3,501,85,18,0.3
1503960366,2016-04-14,13,Thursday,3,1779,137,54,0.9
1503960366,2016-04-14,14,Thursday,3,1228,113,22,0.366667
1503960366,2016-04-14,15,Thursday,3,139,66,7,0.116667
1503960366,2016-04-14,16,Thursday,3,408,88,25,0.416667
1503960366,2016-04-14,17,Thursday,3,37,61,5,0.083333
1503960366,2016-04-14,18,Thursday,3,322,72,12,0.2
1503960366,2016-04-14,19,Thursday,3,11,55,1,0.016667
1503960366,2016-04-14,20,Thursday,3,806,91,24,0.4
1503960366,2016-04-14,21,Thursday,3,2670,174,57,0.95
1503960366,2016-04-14,22,Thursday,3,362,79,17,0.283333
1503960366,2016-04-14,23,Thursday,3,0,50,0,0.0
1503960366,2016-04-15,0,Friday,4,83,60,6,0.1
1503960366,2016-04-15,1,Friday,4,75,58,5,0.083333
1503960366,2016-04-15,2,Friday,4,124,59,7,0.116667
1503960366,2016-04-15,3,Friday,4,0,47,0,0.0
1503960366,2016-04-15,4,Friday,4,0,47,0,0.0
1503960366,2016-04-15,5,Friday,4,26,49,1,0.016667
1503960366,2016-04-15,6,Friday,4,0,47,0,0.0
1503960366,2016-04-15,7,Friday,4,7,49,1,0.016667
1503960366,2016-04-15,8,Friday,4,55,54,5,0.083333
1503960366,2016-04-15,9,Friday,4,21,50,2,0.033333
1503960366,2016-04-15,10,Friday,4,154,63,8,0.133333
1503960366,2016-04-15,11,Friday,4,425,84,23,0.383333
1503960366,2016-04-15,12,Friday,4,270,74,13,0.216667
1503960366,2016-04-15,13,Friday,4,373,67,9,0.15
1503960366,2016-04-15,14,Friday,4,0,47,0,0.0
1503960366,2016-04-15,15,Friday,4,0,47,0,0.0
1503960366,2016-04-15,16,Friday,4,0,47,0,0.0
1503960366,2016-04-15,17,Friday,4,1774,140,47,0.783333
1503960366,2016-04-15,18,Friday,4,509,87,22,0.366667
1503960366,2016-04-15,19,Friday,4,519,97,32,0.533333
1503960366,2016-04-15,20,Friday,4,77,64,8,0.133333
1503960366,2016-04-15,21,Friday,4,280,75,14,0.233333
1503960366,2016-04-15,22,Friday,4,2145,151,66,1.1
1503960366,2016-04-15,23,Friday,4,2768,182,95,1.583333
1503960366,2016-04-16,0,Saturday,5,459,77,15,0.25
1503960366,2016-04-16,1,Saturday,5,0,48,0,0.0
1503960366,2016-04-16,2,Saturday,5,63,52,3,0.05
1503960366,2016-04-16,3,Saturday,5,6,48,1,0.016667
1503960366,2016-04-16,4,Saturday,5,6,49,1,0.016667
1503960366,2016-04-16,5,Saturday,5,12,49,1,0.016667
1503960366,2016-04-16,6,Saturday,5,0,48,0,0.0
1503960366,2016-04-16,7,Saturday,5,101,54,4,0.066667
1503960366,2016-04-16,8,Saturday,5,175,62,9,0.15
1503960366,2016-04-16,9,Saturday,5,1181,124,38,0.633333
1503960366,2016-04-16,10,Saturday,5,1295,110,14,0.233333
1503960366,2016-04-16,11,Saturday,5,2043,147,30,0.5
1503960366,2016-04-16,12,Saturday,5,1513,119,42,0.7
1503960366,2016-04-16,13,Saturday,5,3616,214,90,1.5
1503960366,2016-04-16,14,Saturday,5,580,82,20,0.333333
1503960366,2016-04-16,15,Saturday,5,0,51,0,0.0
1503960366,2016-04-16,16,Saturday,5,15,54,2,0.033333
1503960366,2016-04-16,17,Saturday,5,380,79,17,0.283333
1503960366,2016-04-16,18,Saturday,5,96,65,10,0.166667
1503960366,2016-04-16,19,Saturday,5,146,67,12,0.2
1503960366,2016-04-16,20,Saturday,5,385,81,19,0.316667
1503960366,2016-04-16,21,Saturday,5,463,75,13,0.216667
1503960366,2016-04-16,22,Saturday,5,42,55,3,0.05
1503960366,2016-04-16,23,Saturday,5,92,56,5,0.083333
1503960366,2016-04-17,0,Sunday,6,0,47,0,0.0
1503960366,2016-04-17,1,Sunday,6,0,48,0,0.0
1503960366,2016-04-17,2,Sunday,6,0,47,0,0.0
1503960366,2016-04-17,3,Sunday,6,8,49,1,0.016667
1503960366,2016-04-17,4,Sunday,6,0,48,0,0.0
1503960366,2016-04-17,5,Sunday,6,0,48,0,0.0
1503960366,2016-04-17,6,Sunday,6,0,48,0,0.0
1503960366,2016-04-17,7,Sunday,6,0,48,0,0.0
1503960366,2016-04-17,8,Sunday,6,0,48,0,0.0
1503960366,2016-04-17,9,Sunday,6,0,48,0,0.0
1503960366,2016-04-17,10,Sunday,6,0,47,0,0.0
1503960366,2016-04-17,11,Sunday,6,84,63,9,0.15
1503960366,2016-04-17,12,Sunday,6,260,76,18,0.3
1503960366,2016-04-17,13,Sunday,6,402,83,23,0.383333
1503960366,2016-04-17,14,Sunday,6,252,69,10,0.166667
1503960366,2016-04-17,15,Sunday,6,191,73,13,0.216667
1503960366,2016-04-17,16,Sunday,6,13,57,2,0.033333
1503960366,2016-04-17,17,Sunday,6,2613,174,71,1.183333
1503960366,2016-04-17,18,Sunday,6,1616,136,39,0.65
1503960366,2016-04-17,19,Sunday,6,754,95,24,0.4
1503960366,2016-04-17,20,Sunday,6,2955,191,87,1.45
1503960366,2016-04-17,21,Sunday,6,487,79,16,0.266667
1503960366,2016-04-17,22,Sunday,6,70,58,5,0.083333
1503960366,2016-04-17,23,Sunday,6,0,50,0,0.0
1503960366,2016-04-18,0,Monday,0,416,82,21,0.35
1503960366,2016-04-18,1,Monday,0,0,48,0,0.0
1503960366,2016-04-18,2,Monday,0,0,47,0,0.0
1503960366,2016-04-18,3,Monday,0,0,47,0,0.0
1503960366,2016-04-18,4,Monday,0,0,47,0,0.0
1503960366,2016-04-18,5,Monday,0,0,47,0,0.0
1503960366,2016-04-18,6,Monday,0,0,47,0,0.0
1503960366,2016-04-18,7,Monday,0,0,47,0,0.0
1503960366,2016-04-18,8,Monday,0,0,47,0,0.0
1503960366,2016-04-18,9,Monday,0,1688,133,39,0.65
1503960366,2016-04-18,10,Monday,0,380,81,17,0.283333
1503960366,2016-04-18,11,Monday,0,328,73,15,0.25
1503960366,2016-04-18,12,Monday,0,1306,118,40,0.666667
1503960366,2016-04-18,13,Monday,0,268,70,9,0.15
1503960366,2016-04-18,14,Monday,0,137,64,7,0.116667
1503960366,2016-04-18,15,Monday,0,495,80,14,0.233333
1503960366,2016-04-18,16,Monday,0,277,78,17,0.283333
1503960366,2016-04-18,17,Monday,0,304,79,18,0.3
1503960366,2016-04-18,18,Monday,0,4074,234,114,1.9
1503960366,2016-04-18,19,Monday,0,2101,157,30,0.5
1503960366,2016-04-18,20,Monday,0,28,57,2,0.033333
1503960366,2016-04-18,21,Monday,0,187,68,11,0.183333
1503960366,2016-04-18,22,Monday,0,542,86,19,0.316667
1503960366,2016-04-18,23,Monday,0,488,83,18,0.3
1503960366,2016-04-19,0,Tuesday,1,0,47,0,0.0
1503960366,2016-04-19,1,Tuesday,1,22,49,1,0.016667
1503960366,2016-04-19,2,Tuesday,1,0,47,0,0.0
1503960366,2016-04-19,3,Tuesday,1,9,50,2,0.033333
1503960366,2016-04-19,4,Tuesday,1,0,47,0,0.0
1503960366,2016-04-19,5,Tuesday,1,0,47,0,0.0
1503960366,2016-04-19,6,Tuesday,1,7,49,1,0.016667
1503960366,2016-04-19,7,Tuesday,1,316,75,19,0.316667
1503960366,2016-04-19,8,Tuesday,1,1656,130,38,0.633333
1503960366,2016-04-19,9,Tuesday,1,367,79,16,0.266667
1503960366,2016-04-19,10,Tuesday,1,203,75,16,0.266667
1503960366,2016-04-19,11,Tuesday,1,194,72,13,0.216667
1503960366,2016-04-19,12,Tuesday,1,1887,143,61,1.016667
1503960366,2016-04-19,13,Tuesday,1,2697,171,65,1.083333
1503960366,2016-04-19,14,Tuesday,1,409,76,12,0.2
1503960366,2016-04-19,15,Tuesday,1,299,72,12,0.2
1503960366,2016-04-19,16,Tuesday,1,297,71,9,0.15
1503960366,2016-04-19,17,Tuesday,1,732,90,13,0.216667
1503960366,2016-04-19,18,Tuesday,1,1280,120,30,0.5
1503960366,2016-04-19,19,Tuesday,1,397,93,31,0.516667
1503960366,2016-04-19,20,Tuesday,1,2487,159,69,1.15
1503960366,2016-04-19,21,Tuesday,1,826,94,16,0.266667
1503960366,2016-04-19,22,Tuesday,1,52,58,4,0.066667
1503960366,2016-04-19,23,Tuesday,1,1369,120,48,0.8
1503960366,2016-04-20,0,Wednesday,2,16,54,2,0.033333
1503960366,2016-04-20,1,Wednesday,2,36,53,2,0.033333
1503960366,2016-04-20,2,Wednesday,2,0,47,0,0.0
1503960366,2016-04-20,3,Wednesday,2,0,48,0,0.0
1503960366,2016-04-20,4,Wednesday,2,0,48,0,0.0
1503960366,2016-04-20,5,Wednesday,2,0,47,0,0.0
1503960366,2016-04-20,6,Wednesday,2,0,48,0,0.0
1503960366,2016-04-20,7,Wednesday,2,29,51,3,0.05
1503960366,2016-04-20,8,Wednesday,2,264,70,14,0.233333
1503960366,2016-04-20,9,Wednesday,2,1993,144,50,0.833333
1503960366,2016-04-20,10,Wednesday,2,459,79,13,0.216667
1503960366,2016-04-20,11,Wednesday,2,65,58,1,0.016667
1503960366,2016-04-20,12,Wednesday,2,185,64,8,0.133333
1503960366,2016-04-20,13,Wednesday,2,64,61,5,0.083333
1503960366,2016-04-20,14,Wednesday,2,1270,113,39,0.65
1503960366,2016-04-20,15,Wednesday,2,797,97,21,0.35
1503960366,2016-04-20,16,Wednesday,2,261,70,11,0.183333
1503960366,2016-04-20,17,Wednesday,2,13,57,2,0.033333
1503960366,2016-04-20,18,Wednesday,2,1308,114,32,0.533333
1503960366,2016-04-20,19,Wednesday,2,1558,117,36,0.6
1503960366,2016-04-20,20,Wednesday,2,499,80,12,0.2
1503960366,2016-04-20,21,Wednesday,2,395,83,22,0.366667
1503960366,2016-04-20,22,Wednesday,2,77,62,7,0.116667
1503960366,2016-04-20,23,Wednesday,2,1255,120,33,0.55
1503960366,2016-04-21,0,Thursday,3,17,54,2,0.033333
1503960366,2016-04-21,1,Thursday,3,129,61,8,0.133333
1503960366,2016-04-21,2,Thursday,3,81,55,5,0.083333
1503960366,2016-04-21,3,Thursday,3,0,48,0,0.0
1503960366,2016-04-21,4,Thursday,3,0,47,0,0.0
1503960366,2016-04-21,5,Thursday,3,0,47,0,0.0
1503960366,2016-04-21,6,Thursday,3,0,48,0,0.0
1503960366,2016-04-21,7,Thursday,3,38,52,3,0.05
1503960366,2016-04-21,8,Thursday,3,245,71,15,0.25
1503960366,2016-04-21,9,Thursday,3,1672,133,26,0.433333
1503960366,2016-04-21,10,Thursday,3,255,77,16,0.266667
1503960366,2016-04-21,11,Thursday,3,0,55,0,0.0
1503960366,2016-04-21,12,Thursday,3,384,73,11,0.183333
1503960366,2016-04-21,13,Thursday,3,1140,113,25,0.416667
1503960366,2016-04-21,14,Thursday,3,12,58,2,0.033333
1503960366,2016-04-21,15,Thursday,3,213,68,8,0.133333
1503960366,2016-04-21,16,Thursday,3,26,60,4,0.066667
1503960366,2016-04-21,17,Thursday,3,96,60,5,0.083333
1503960366,2016-04-21,18,Thursday,3,213,69,9,0.15
1503960366,2016-04-21,19,Thursday,3,100,64,8,0.133333
1503960366,2016-04-21,20,Thursday,3,3541,213,92,1.533333
1503960366,2016-04-21,21,Thursday,3,970,104,21,0.35
1503960366,2016-04-21,22,Thursday,3,89,63,9,0.15
1503960366,2016-04-21,23,Thursday,3,598,84,15,0.25
1503960366,2016-04-22,0,Friday,4,0,47,0,0.0
1503960366,2016-04-22,1,Friday,4,0,47,0,0.0
1503960366,2016-04-22,2,Friday,4,0,47,0,0.0
1503960366,2016-04-22,3,Friday,4,0,47,0,0.0
1503960366,2016-04-22,4,Friday,4,0,47,0,0.0
1503960366,2016-04-22,5,Friday,4,0,47,0,0.0
1503960366,2016-04-22,6,Friday,4,0,47,0,0.0
1503960366,2016-04-22,7,Friday,4,0,47,0,0.0
1503960366,2016-04-22,8,Friday,4,0,47,0,0.0
1503960366,2016-04-22,9,Friday,4,192,65,13,0.216667
1503960366,2016-04-22,10,Friday,4,29,54,2,0.033333
1503960366,2016-04-22,11,Friday,4,958,102,34,0.566667
1503960366,2016-04-22,12,Friday,4,38,57,2,0.033333
1503960366,2016-04-22,13,Friday,4,118,60,4,0.066667
1503960366,2016-04-22,14,Friday,4,0,54,0,0.0
1503960366,2016-04-22,15,Friday,4,180,66,10,0.166667
1503960366,2016-04-22,16,Friday,4,22,58,4,0.066667
1503960366,2016-04-22,17,Friday,4,1041,104,18,0.3
1503960366,2016-04-22,18,Friday,4,514,87,23,0.383333
1503960366,2016-04-22,19,Friday,4,629,82,16,0.266667
1503960366,2016-04-22,20,Friday,4,329,71,13,0.216667
1503960366,2016-04-22,21,Friday,4,5934,311,159,2.65
1503960366,2016-04-22,22,Friday,4,855,95,30,0.5
1503960366,2016-04-22,23,Friday,4,1925,136,54,0.9
1503960366,2016-04-23,0,Saturday,5,182,63,9,0.15
1503960366,2016-04-23,1,Saturday,5,0,47,0,0.0
1503960366,2016-04-23,2,Saturday,5,11,49,1,0.016667
1503960366,2016-04-23,3,Saturday,5,0,47,0,0.0
1503960366,2016-04-23,4,Saturday,5,0,47,0,0.0
1503960366,2016-04-23,5,Saturday,5,0,48,0,0.0
1503960366,2016-04-23,6,Saturday,5,12,50,2,0.033333
1503960366,2016-04-23,7,Saturday,5,0,48,0,0.0
1503960366,2016-04-23,8,Saturday,5,127,59,8,0.133333
1503960366,2016-04-23,9,Saturday,5,285,75,17,0.283333
1503960366,2016-04-23,10,Saturday,5,49,56,4,0.066667
1503960366,2016-04-23,11,Saturday,5,703,84,11,0.183333
1503960366,2016-04-23,12,Saturday,5,1597,129,49,0.816667
1503960366,2016-04-23,13,Saturday,5,1453,129,51,0.85
1503960366,2016-04-23,14,Saturday,5,202,78,20,0.333333
1503960366,2016-04-23,15,Saturday,5,158,73,15,0.25
1503960366,2016-04-23,16,Saturday,5,2008,140,52,0.866667
1503960366,2016-04-23,17,Saturday,5,1472,121,26,0.433333
1503960366,2016-04-23,18,Saturday,5,2569,173,66,1.1
1503960366,2016-04-23,19,Saturday,5,29,51,2,0.033333
1503960366,2016-04-23,20,Saturday,5,142,63,9,0.15
1503960366,2016-04-23,21,Saturday,5,2432,162,54,0.9
1503960366,2016-04-23,22,Saturday,5,709,96,25,0.416667
1503960366,2016-04-23,23,Saturday,5,231,60,6,0.1
1503960366,2016-04-24,0,Sunday,6,141,66,10,0.166667
1503960366,2016-04-24,1,Sunday,6,42,54,2,0.033333
1503960366,2016-04-24,2,Sunday,6,0,48,0,0.0
1503960366,2016-04-24,3,Sunday,6,0,48,0,0.0
1503960366,2016-04-24,4,Sunday,6,8,49,1,0.016667
1503960366,2016-04-24,5,Sunday,6,0,48,0,0.0
1503960366,2016-04-24,6,Sunday,6,7,49,1,0.016667
1503960366,2016-04-24,7,Sunday,6,0,47,0,0.0
1503960366,2016-04-24,8,Sunday,6,8,49,1,0.016667
1503960366,2016-04-24,9,Sunday,6,76,59,8,0.133333
1503960366,2016-04-24,10,Sunday,6,492,90,26,0.433333
1503960366,2016-04-24,11,Sunday,6,149,67,12,0.2
1503960366,2016-04-24,12,Sunday,6,548,82,12,0.2
1503960366,2016-04-24,13,Sunday,6,394,74,12,0.2
1503960366,2016-04-24,14,Sunday,6,26,52,1,0.016667
1503960366,2016-04-24,15,Sunday,6,27,52,2,0.033333
1503960366,2016-04-24,16,Sunday,6,885,102,29,0.483333
1503960366,2016-04-24,17,Sunday,6,411,86,25,0.416667
1503960366,2016-04-24,18,Sunday,6,911,115,40,0.666667
1503960366,2016-04-24,19,Sunday,6,4871,270,131,2.183333
1503960366,2016-04-24,20,Sunday,6,342,76,18,0.3
1503960366,2016-04-24,21,Sunday,6,244,74,17,0.283333
1503960366,2016-04-24,22,Sunday,6,66,61,7,0.116667
1503960366,2016-04-24,23,Sunday,6,391,72,10,0.166667
1503960366,2016-04-25,0,Monday,0,95,62,8,0.133333
1503960366,2016-04-25,1,Monday,0,22,53,3,0.05
1503960366,2016-04-25,2,Monday,0,97,57,6,0.1
1503960366,2016-04-25,3,Monday,0,0,47,0,0.0
1503960366,2016-04-25,4,Monday,0,25,50,2,0.033333
1503960366,2016-04-25,5,Monday,0,4,49,1,0.016667
1503960366,2016-04-25,6,Monday,0,0,47,0,0.0
1503960366,2016-04-25,7,Monday,0,44,52,3,0.05
1503960366,2016-04-25,8,Monday,0,426,83,22,0.366667
1503960366,2016-04-25,9,Monday,0,2041,146,46,0.766667
1503960366,2016-04-25,10,Monday,0,258,73,12,0.2
1503960366,2016-04-25,11,Monday,0,1468,121,24,0.4
1503960366,2016-04-25,12,Monday,0,707,92,19,0.316667
1503960366,2016-04-25,13,Monday,0,299,75,13,0.216667
1503960366,2016-04-25,14,Monday,0,94,62,5,0.083333
1503960366,2016-04-25,15,Monday,0,359,76,13,0.216667
1503960366,2016-04-25,16,Monday,0,263,71,10,0.166667
1503960366,2016-04-25,17,Monday,0,188,67,8,0.133333
1503960366,2016-04-25,18,Monday,0,116,61,6,0.1
1503960366,2016-04-25,19,Monday,0,2815,182,86,1.433333
1503960366,2016-04-25,20,Monday,0,895,95,30,0.5
1503960366,2016-04-25,21,Monday,0,4895,267,132,2.2
1503960366,2016-04-25,22,Monday,0,188,68,11,0.183333
1503960366,2016-04-25,23,Monday,0,56,54,3,0.05
1503960366,2016-04-26,0,Tuesday,1,101,56,4,0.066667
1503960366,2016-04-26,1,Tuesday,1,178,66,11,0.183333
1503960366,2016-04-26,2,Tuesday,1,0,51,0,0.0
1503960366,2016-04-26,3,Tuesday,1,145,64,11,0.183333
1503960366,2016-04-26,4,Tuesday,1,0,48,0,0.0
1503960366,2016-04-26,5,Tuesday,1,7,49,1,0.016667
1503960366,2016-04-26,6,Tuesday,1,0,48,0,0.0
1503960366,2016-04-26,7,Tuesday,1,28,52,3,0.05
1503960366,2016-04-26,8,Tuesday,1,173,67,13,0.216667
1503960366,2016-04-26,9,Tuesday,1,1826,139,31,0.516667
1503960366,2016-04-26,10,Tuesday,1,666,92,22,0.366667
1503960366,2016-04-26,11,Tuesday,1,266,78,17,0.283333
1503960366,2016-04-26,12,Tuesday,1,415,74,10,0.166667
1503960366,2016-04-26,13,Tuesday,1,1571,126,42,0.7
1503960366,2016-04-26,14,Tuesday,1,1998,142,60,1.0
1503960366,2016-04-26,15,Tuesday,1,323,74,9,0.15
1503960366,2016-04-26,16,Tuesday,1,697,93,22,0.366667
1503960366,2016-04-26,17,Tuesday,1,143,60,5,0.083333
1503960366,2016-04-26,18,Tuesday,1,2513,169,72,1.2
1503960366,2016-04-26,19,Tuesday,1,148,73,15,0.25
1503960366,2016-04-26,20,Tuesday,1,1649,127,26,0.433333
1503960366,2016-04-26,21,Tuesday,1,450,79,14,0.233333
1503960366,2016-04-26,22,Tuesday,1,148,66,9,0.15
1503960366,2016-04-26,23,Tuesday,1,310,80,21,0.35
1503960366,2016-04-27,0,Wednesday,2,277,68,10,0.166667
1503960366,2016-04-27,1,Wednesday,2,60,59,5,0.083333
1503960366,2016-04-27,2,Wednesday,2,17,53,2,0.033333
1503960366,2016-04-27,3,Wednesday,2,0,47,0,0.0
1503960366,2016-04-27,4,Wednesday,2,0,47,0,0.0
1503960366,2016-04-27,5,Wednesday,2,0,47,0,0.0
1503960366,2016-04-27,6,Wednesday,2,0,47,0,0.0
1503960366,2016-04-27,7,Wednesday,2,0,47,0,0.0
1503960366,2016-04-27,8,Wednesday,2,0,47,0,0.0
1503960366,2016-04-27,9,Wednesday,2,1916,149,33,0.55
1503960366,2016-04-27,10,Wednesday,2,502,93,27,0.45
1503960366,2016-04-27,11,Wednesday,2,797,100,23,0.383333
1503960366,2016-04-27,12,Wednesday,2,701,89,12,0.2
1503960366,2016-04-27,13,Wednesday,2,319,76,13,0.216667
1503960366,2016-04-27,14,Wednesday,2,1932,150,35,0.583333
1503960366,2016-04-27,15,Wednesday,2,59,63,6,0.1
1503960366,2016-04-27,16,Wednesday,2,98,64,7,0.116667
1503960366,2016-04-27,17,Wednesday,2,261,73,13,0.216667
1503960366,2016-04-27,18,Wednesday,2,2714,178,73,1.216667
1503960366,2016-04-27,19,Wednesday,2,5786,318,150,2.5
1503960366,2016-04-27,20,Wednesday,2,2420,174,70,1.166667
1503960366,2016-04-27,21,Wednesday,2,266,76,20,0.333333
1503960366,2016-04-27,22,Wednesday,2,0,47,0,0.0
1503960366,2016-04-27,23,Wednesday,2,0,47,0,0.0
1503960366,2016-04-28,0,Thursday,3,0,47,0,0.0
1503960366,2016-04-28,1,Thursday,3,127,62,10,0.166667
1503960366,2016-04-28,2,Thursday,3,0,48,0,0.0
1503960366,2016-04-28,3,Thursday,3,0,47,0,0.0
1503960366,2016-04-28,4,Thursday,3,0,48,0,0.0
1503960366,2016-04-28,5,Thursday,3,0,47,0,0.0
1503960366,2016-04-28,6,Thursday,3,0,48,0,0.0
1503960366,2016-04-28,7,Thursday,3,14,49,1,0.016667
1503960366,2016-04-28,8,Thursday,3,128,63,11,0.183333
1503960366,2016-04-28,9,Thursday,3,1192,116,38,0.633333
1503960366,2016-04-28,10,Thursday,3,987,105,19,0.316667
1503960366,2016-04-28,11,Thursday,3,288,73,10,0.166667
1503960366,2016-04-28,12,Thursday,3,317,78,16,0.266667
1503960366,2016-04-28,13,Thursday,3,1144,108,33,0.55
1503960366,2016-04-28,14,Thursday,3,1512,124,47,0.783333
1503960366,2016-04-28,15,Thursday,3,115,61,5,0.083333
1503960366,2016-04-28,16,Thursday,3,554,81,10,0.166667
1503960366,2016-04-28,17,Thursday,3,235,72,11,0.183333
1503960366,2016-04-28,18,Thursday,3,1829,138,56,0.933333
1503960366,2016-04-28,19,Thursday,3,13,56,1,0.016667
1503960366,2016-04-28,20,Thursday,3,2122,151,50,0.833333
1503960366,2016-04-28,21,Thursday,3,986,103,21,0.35
1503960366,2016-04-28,22,Thursday,3,16,55,2,0.033333
1503960366,2016-04-28,23,Thursday,3,1512,121,48,0.8
1503960366,2016-04-29,0,Friday,4,202,65,9,0.15
1503960366,2016-04-29,1,Friday,4,0,49,0,0.0
1503960366,2016-04-29,2,Friday,4,71,54,4,0.066667
1503960366,2016-04-29,3,Friday,4,0,47,0,0.0
1503960366,2016-04-29,4,Friday,4,0,47,0,0.0
1503960366,2016-04-29,5,Friday,4,0,48,0,0.0
1503960366,2016-04-29,6,Friday,4,0,47,0,0.0
1503960366,2016-04-29,7,Friday,4,27,52,3,0.05
1503960366,2016-04-29,8,Friday,4,201,67,13,0.216667
1503960366,2016-04-29,9,Friday,4,1820,142,33,0.55
1503960366,2016-04-29,10,Friday,4,44,60,4,0.066667
1503960366,2016-04-29,11,Friday,4,104,60,4,0.066667
1503960366,2016-04-29,12,Friday,4,214,65,6,0.1
1503960366,2016-04-29,13,Friday,4,41,62,6,0.1
1503960366,2016-04-29,14,Friday,4,1711,136,56,0.933333
1503960366,2016-04-29,15,Friday,4,1076,110,23,0.383333
1503960366,2016-04-29,16,Friday,4,285,73,10,0.166667
1503960366,2016-04-29,17,Friday,4,380,75,9,0.15
1503960366,2016-04-29,18,Friday,4,118,60,5,0.083333
1503960366,2016-04-29,19,Friday,4,267,71,11,0.183333
1503960366,2016-04-29,20,Friday,4,386,80,16,0.266667
1503960366,2016-04-29,21,Friday,4,1366,118,20,0.333333
1503960366,2016-04-29,22,Friday,4,1111,111,27,0.45
1503960366,2016-04-29,23,Friday,4,1757,140,56,0.933333
1503960366,2016-04-30,0,Saturday,5,19,51,1,0.016667
1503960366,2016-04-30,1,Saturday,5,65,57,7,0.116667
1503960366,2016-04-30,2,Saturday,5,0,47,0,0.0
1503960366,2016-04-30,3,Saturday,5,6,49,1,0.016667
1503960366,2016-04-30,4,Saturday,5,0,47,0,0.0
1503960366,2016-04-30,5,Saturday,5,0,48,0,0.0
